Created,ID,Text
2022-04-09T21:35:36.000Z,1512907103802990599,"I tak oto juz chyba ""oficjalnie"" Chervona Kalyna stala sie piesnia obroncow Ukrainy #wojna https://t.co/XQfo94joZG"
2022-04-09T20:59:23.000Z,1512897989953662984,"Kolejny weekend, podczas którego Rosjanie mieszkający w Niemczech urządzają sobie paradę poparcia dla Putina. Rozumiem, demokracja i te inne sprawy, ale i to ma swoje granice.
#wojna"
2022-04-09T20:50:21.000Z,1512895717198729220,"Czytam, jaka gorąca dyskusja (delikatnie mówiąc) rozpętała się na temat #syreny i tak sobie myślę, że trzeba mieć naprawdę nie po kolei w głowie, by w (słusznej) krytyce tego pomysłu przez samorządy dopatrywać się drugiego dna. To po prostu jest głupi pomysł. #wojna #Ukraina"
2022-04-09T20:31:21.000Z,1512890933406277640,"Ukraińcy czynią heroiczne wysiłki aby odeprzeć napaść Rosji, a niektóre państwa Europy Zachodniej wydają się niewiele z tego rozumieć.
#wojna"
2022-04-09T20:29:58.000Z,1512890587367755781,"Zbieramy dla dzieciaków!
Udostępnij, przekaż znajomym, wpłać chociaż złotówkę.
Dziękujemy 
 https://t.co/feVNatDgvH
#razemzukraina #Ukraina #SlavaUkraini #Ukraine️ #HelpUkraine #pomocUkrainie #solidarity #standwithukraine #razemzukrainą #WojnaWUkrainie #wojna #StandUpForUkraine"
2022-04-09T20:22:35.000Z,1512888727344979983,"W Rosji to mają dobre prochy😏
1. Wogóle nie ma wojny, wojsk rosyjskich tam nie było😏
2. Finlandia rozwineła się dzięki Rosji - szkoda że Rosja nie😏
3.Rosja ma ostanie zdanie, czy Finlandia będzie w NATO
4. Pani Zacharowej Ukraina  ukradła barszcz😏🤣🤣 
 #rosja #wojna #ukraina"
2022-04-09T20:05:52.000Z,1512884521137549318,"ROSYJSKIE #STRATY WOJENNE - 09.04.2022 r. 

Już ponad 19,1 tys. rosyjskich żołnierzy zginęło, zostało rannych lub wziętych do niewoli w wojnie w Ukrainie. Informacje podał sztab generalny Sił Zbrojnych Ukrainy. 

#wojna #Ukraina #rosja #wojsko #UkraineRussianWar #wojnawukrainie https://t.co/twR5ryFuDK"
2022-04-09T19:59:48.000Z,1512882995899908106,"Tak wygląda zniszczony an-225 mrija na ukraińskim lotnisku Kijów-hostmel.
#wojna #UkraineRussianWar #Ukraina #StandUpForUkraine #StopRussia https://t.co/kuoDOPMr03"
2022-04-09T19:58:55.000Z,1512882772230250509,"Chiny przyspieszyły rozbudowę swojego arsenału nuklearnego ze względu na zmianę oceny zagrożenia ze strony USA. Osoby bliskie chińskim przywódcom powiedziały, że Pekin jest zdecydowany nie używać broni jądrowej w pierwszej kolejności. #wojna #chiny #USA"
2022-04-09T19:56:41.000Z,1512882210256347136,"https://t.co/m0YnFtbSQU
#mateuszmorawiecki #morawiecki #polishpm #macron #emmanueleMacron #ukraine #zelensky #buchamassacre #russia #putin #wojna #rosja #jealdwishmolелелеленсинелелел https://t.co/WeG3BNQMLo"
